Call_Type,Call_Duration,IMEI,TAC,DESTINATION_CAT,MU_Device_type_Segment,MU_HANDSET_MOBILE_TECH,is_fraud
1,87.955308,14863,4888,ON-NET,Smartphone,4G,0
1,17.969364,3210,1336,OFF-NET,Basic & Feature Phone,2G,0
7,2.0,10132,3734,INTERNATIONAL,Smartphone,4G,0
6,2.0,9978,3701,ON-NET,Smartphone,4G,0
7,2.0,14464,4809,OTA-SHORT,Smartphone,4G,0
0,28.37268,5514,2213,ON-NET,Smartphone,4G,0
7,2.0,11432,4076,OTA-SHORT,Smartphone,4G,0
0,29.318436,7577,3013,ON-NET,Smartphone,4G,0
1,18.91512,164,333,ON-NET,Smartphone,4G,0
1,2535.571836,16826,5403,ON-NET,Smartphone,4G,0
1,18.91512,12449,4348,ON-NET,Basic & Feature Phone,2G,0
0,114.436476,4131,1647,OFF-NET,Smartphone,4G,0
1,64.311408,8197,3234,ON-NET,Smartphone,4G,0
1,41.613264,9672,3657,ON-NET,Smartphone,4G,0
6,2.0,237,357,ON-NET,Smartphone,4G,0
0,11.349072,15210,4976,ON-NET,Smartphone,4G,0
1,23.6439,10962,3935,ON-NET,Smartphone,4G,0
6,2.0,9978,3701,ON-NET,Smartphone,4G,0
7,2.0,15695,5100,INTERNATIONAL,Smartphone,4G,0
6,2.0,7681,3045,OFF-NET,Smartphone,4G,0
1,16.077852,2031,944,ON-NET,Basic & Feature Phone,2G,0
1,39.721752,6604,2684,OFF-NET,Smartphone,4G,0
1,40.667508,9140,3531,OFF-NET,Smartphone,4G,0
1,26.481168,4131,1647,ON-NET,Smartphone,4G,0
1,335.74338,12302,4301,ON-NET,Smartphone,4G,0
1,56.74536,16467,5296,ON-NET,Smartphone,4G,0
7,2.0,3503,1439,OTA-SHORT,Smartphone,4G,0
0,13.240584,9438,3583,ON-NET,Smartphone,4G,0
0,12.294828,8611,3369,ON-NET,Smartphone,4G,0
1,166.453056,6537,2651,ON-NET,Basic & Feature Phone,2G,0
1,6.620292,11309,4038,OFF-NET,Smartphone,4G,0
0,25.535412,12790,4426,ON-NET,Smartphone,4G,0
1,192.934224,5931,2371,ON-NET,Smartphone,4G,0
0,19.860876,11284,4025,ON-NET,Smartphone,4G,0
1,58.636872,10675,3885,ON-NET,Smartphone,4G,0
1,26.481168,12986,4476,ON-NET,Smartphone,4G,0
1,43.504776,1481,757,OFF-NET,Smartphone,4G,0
0,13.240584,3463,1420,ON-NET,Basic & Feature Phone,2G,0
0,95.521356,2226,1009,ON-NET,Smartphone,4G,0
1,193.87998,7919,3124,ON-NET,Smartphone,4G,0
7,2.0,1975,930,OTA-SHORT,Smartphone,4G,0
6,2.0,8858,3459,ON-NET,Basic & Feature Phone,2G,0
100,19.860876,17091,5797,OTA-SHORT,Other,4G,0
0,22.698144,8966,3474,ON-NET,Smartphone,4G,0
0,614.7414,894,565,ON-NET,Smartphone,4G,0
6,2.0,11144,3992,ON-NET,Smartphone,4G,0
0,16.077852,8556,3368,ON-NET,Basic & Feature Phone,2G,0
0,20.806632,6984,2827,ON-NET,Smartphone,4G,0
0,18.91512,6120,2466,OFF-NET,Smartphone,4G,0
7,2.0,8806,3452,OTA-SHORT,Basic & Feature Phone,2G,0
0,20.806632,1705,830,OFF-NET,Smartphone,4G,0
6,2.0,3259,1340,ON-NET,Basic & Feature Phone,2G,0
7,2.0,5045,2025,OTA-SHORT,Smartphone,4G,0
7,2.0,5045,2025,OTA-SHORT,Smartphone,4G,0
0,401.9463,432,412,ON-NET,Smartphone,4G,0
7,2.0,5045,2025,OTA-SHORT,Smartphone,4G,0
0,113.49072,13775,4643,ON-NET,Smartphone,4G,0
1,54.853848,10920,3933,ON-NET,Smartphone,4G,0
0,25.535412,10657,3882,ON-NET,Smartphone,4G,0
1,27.426924,12781,4424,ON-NET,Smartphone,4G,0
7,2.0,12678,4394,INTERNATIONAL,Smartphone,4G,0
7,2.0,7344,2958,OTA-SHORT,Smartphone,4G,0
1,267.648948,16763,5386,OFF-NET,Smartphone,4G,0
7,2.0,3293,1349,INTERNATIONAL,Smartphone,4G,0
0,12.294828,6226,2520,ON-NET,Smartphone,4G,0
1,12.294828,5990,2388,ON-NET,Smartphone,4G,0
1,5.674536,2849,1231,OFF-NET,Basic & Feature Phone,2G,0
0,363.170304,4359,1736,ON-NET,Smartphone,4G,0
1,46.342044,1000,598,OFF-NET,Basic & Feature Phone,2G,0
1,34.047216,4969,1993,ON-NET,Smartphone,4G,0
0,8.511804,2105,966,ON-NET,Smartphone,4G,0
7,2.0,17058,5461,OTA-SHORT,Smartphone,4G,0
0,26.481168,9720,3663,OFF-NET,Smartphone,4G,0
0,7.566048,1180,644,ON-NET,Basic & Feature Phone,2G,0
0,32.155704,7210,2911,OFF-NET,Smartphone,4G,0
0,766.06236,10811,3912,ON-NET,Smartphone,4G,0
0,46.342044,10494,3837,ON-NET,Smartphone,4G,0
0,231.71022,2323,1054,ON-NET,Smartphone,4G,0
1,138.080376,13870,4663,OFF-NET,Smartphone,4G,0
1,138.080376,12858,4451,OFF-NET,Smartphone,4G,0
0,26.481168,16064,5196,ON-NET,Smartphone,4G,0
0,131.460084,15367,5015,OFF-NET,Smartphone,4G,0
7,2.0,4336,1730,OTA-SHORT,Smartphone,4G,0
7,2.0,12887,4459,ON-NET,Smartphone,4G,0
6,2.0,5990,2388,ON-NET,Smartphone,4G,0
0,37.83024,9996,3706,OTA-SHORT,Smartphone,4G,0
0,19.860876,13654,4622,OFF-NET,Smartphone,4G,0
1,84.172284,7791,3070,ON-NET,Basic & Feature Phone,2G,0
1,34.047216,15227,4977,OFF-NET,Smartphone,4G,0
7,2.0,12887,4459,ON-NET,Smartphone,4G,0
7,2.0,7773,3070,INTERNATIONAL,Basic & Feature Phone,2G,0
0,18.91512,13375,4589,ON-NET,Smartphone,4G,0
0,1217.187972,2267,1018,ON-NET,Smartphone,4G,0
0,492.738876,16339,5275,OFF-NET,Smartphone,4G,0
0,185.368176,1597,804,ON-NET,Basic & Feature Phone,2G,0
1,8.511804,805,528,ON-NET,Basic & Feature Phone,2G,0
1,11.349072,1850,889,ON-NET,Smartphone,4G,0
0,112.544964,14774,4865,ON-NET,Smartphone,4G,0
0,232.655976,9258,3539,ON-NET,Smartphone,4G,0
1,305.479188,14501,4811,ON-NET,Smartphone,4G,0
1,7.566048,28,280,ON-NET,Smartphone,4G,0
0,21.752388,16897,5414,ON-NET,Smartphone,4G,0
1,119.165256,9720,3663,ON-NET,Smartphone,4G,0
0,10.403316,7470,2979,OFF-NET,Smartphone,4G,0
0,21.752388,14126,4723,ON-NET,Smartphone,4G,0
0,206.174808,14623,4839,OFF-NET,Smartphone,4G,0
0,33.10146,7404,2975,ON-NET,Basic & Feature Phone,2G,0
0,664.866468,9817,3674,ON-NET,Smartphone,4G,0
1,194.825736,4846,1966,OFF-NET,Smartphone,4G,0
1,39.721752,75,306,OFF-NET,Smartphone,4G,0
0,0.945756,16257,5254,ON-NET,Smartphone,4G,0
0,55.799604,6214,2516,ON-NET,Smartphone,4G,0
0,11.349072,13799,4647,ON-NET,Smartphone,4G,0
0,40.667508,11478,4093,OFF-NET,Smartphone,4G,0
0,31.209948,8887,3460,ON-NET,Smartphone,4G,0
0,21.752388,10920,3933,OFF-NET,Smartphone,4G,0
0,128.622816,14914,4903,OFF-NET,Smartphone,4G,0
7,2.0,2178,991,OTA-SHORT,Smartphone,4G,0
0,28.37268,14856,4887,ON-NET,Smartphone,4G,0
7,2.0,10008,3706,INTERNATIONAL,Smartphone,4G,0
7,2.0,2404,1092,OTA-SHORT,Basic & Feature Phone,2G,0
1,53.908092,2024,941,OFF-NET,Smartphone,4G,0
0,9.45756,16027,5186,ON-NET,Smartphone,4G,0
0,30.264192,10920,3933,ON-NET,Smartphone,4G,0
1,66.20292,6946,2823,ON-NET,Smartphone,4G,0
1,46.342044,10207,3760,ON-NET,Smartphone,4G,0
7,2.0,14965,4916,OTA-SHORT,Smartphone,4G,0
1,26.481168,9834,3676,OFF-NET,Smartphone,4G,0
0,58.636872,16687,5357,ON-NET,Smartphone,4G,0
1,277.106508,8630,3374,ON-NET,Smartphone,4G,0
0,589.205988,8346,3281,ON-NET,Smartphone,4G,0
0,97.412868,948,588,ON-NET,Smartphone,4G,0
1,15.132096,12730,4412,ON-NET,Smartphone,4G,0
1,75.66048,15830,5139,ON-NET,Smartphone,4G,0
0,92.684088,14663,4847,OFF-NET,Smartphone,4G,0
0,122.94828,9845,3676,ON-NET,Smartphone,4G,0
1,693.239148,562,446,ON-NET,Smartphone,4G,0
7,2.0,12715,4412,ON-NET,Smartphone,4G,0
0,21.752388,17033,5456,OFF-NET,Smartphone,4G,0
7,2.0,5617,2258,INTERNATIONAL,Basic & Feature Phone,2G,0
0,29.318436,13473,4608,OFF-NET,Smartphone,4G,0
1,12.294828,1691,822,ON-NET,Smartphone,3G,0
1,1.891512,4736,1899,OFF-NET,Basic & Feature Phone,2G,0
0,75.66048,11656,4133,ON-NET,Smartphone,4G,0
1,7.566048,16484,5301,ON-NET,Smartphone,4G,0
0,7.566048,5183,2071,OFF-NET,Smartphone,4G,0
0,20.806632,7888,3116,ON-NET,Basic & Feature Phone,2G,0
0,59.582628,5283,2097,ON-NET,Smartphone,4G,0
0,17.969364,6249,2533,ON-NET,Smartphone,4G,0
1,32.155704,12229,4284,OFF-NET,Smartphone,4G,0
0,95.521356,154,330,OFF-NET,Smartphone,4G,0
1,11.349072,1427,726,OFF-NET,Smartphone,4G,0
1,1554.822864,2229,1010,ON-NET,Smartphone,4G,0
1,20.806632,5213,2077,ON-NET,Smartphone,4G,0
1,32.155704,10997,3951,ON-NET,Smartphone,4G,0
0,12.294828,2344,1069,ON-NET,Basic & Feature Phone,2G,0
1,81.335016,15589,5074,ON-NET,Smartphone,4G,0
1,57.691116,1520,779,ON-NET,Basic & Feature Phone,2G,0
1,37.83024,15404,5026,OFF-NET,Smartphone,3G,0
1,349.92972,3813,1527,ON-NET,Basic & Feature Phone,2G,0
1,28.37268,16027,5186,ON-NET,Smartphone,4G,0
7,2.0,5120,2055,ON-NET,Smartphone,4G,0
1,17.969364,13592,4621,ON-NET,Smartphone,4G,0
1,145.646424,13031,4496,ON-NET,Smartphone,4G,0
1,308.316456,4131,1647,ON-NET,Smartphone,4G,0
0,408.566592,8237,3249,ON-NET,Basic & Feature Phone,2G,0
7,2.0,15223,4976,OTA-SHORT,Smartphone,4G,0
7,2.0,3587,1456,INTERNATIONAL,Smartphone,4G,0
0,81.335016,16646,5350,ON-NET,Smartphone,4G,0
1,477.60678,3680,1496,ON-NET,Smartphone,4G,0
0,68.094432,157,332,ON-NET,Basic & Feature Phone,2G,0
0,174.96486,3241,1340,ON-NET,Basic & Feature Phone,2G,0
7,2.0,2404,1092,INTERNATIONAL,Basic & Feature Phone,2G,0
7,2.0,7436,2979,INTERNATIONAL,Smartphone,4G,0
1,119.165256,6798,2750,OFF-NET,Basic & Feature Phone,2G,0
6,2.0,1853,889,ON-NET,Smartphone,4G,0
1,13.240584,4130,1647,OFF-NET,Smartphone,4G,0
1,94.5756,14285,4765,ON-NET,Smartphone,4G,0
0,40.667508,6424,2620,OFF-NET,Basic & Feature Phone,2G,0
6,2.0,16429,5287,ON-NET,Smartphone,4G,0
7,2.0,16251,5253,INTERNATIONAL,Smartphone,4G,0
6,2.0,5120,2055,ON-NET,Smartphone,4G,0
1,69.040188,3882,1541,ON-NET,Smartphone,3G,0
0,361.278792,10018,3707,OFF-NET,Smartphone,4G,0
1,90.792576,3169,1317,ON-NET,Smartphone,4G,0
1,111.599208,9735,3668,OFF-NET,Smartphone,4G,0
1,17.023608,5625,2264,ON-NET,Smartphone,4G,0
0,18.91512,6472,2639,ON-NET,Smartphone,4G,0
7,2.0,12948,4468,OFF-NET,Smartphone,4G,0
1,22.698144,8723,3423,OFF-NET,Smartphone,4G,0
0,14.18634,8915,3469,ON-NET,Smartphone,4G,0
0,163.615788,13033,4497,OFF-NET,Smartphone,4G,0
0,38.775996,10871,3929,OFF-NET,Smartphone,4G,0
1,38.775996,15422,5031,ON-NET,Smartphone,4G,0
1,16.077852,3417,1393,OFF-NET,Smartphone,4G,0
0,84.172284,16383,5287,OFF-NET,Smartphone,4G,0
1,16.077852,2750,1222,ON-NET,Basic & Feature Phone,2G,0
0,11.349072,4893,1977,OFF-NET,Smartphone,4G,0
1,116.327988,9310,3564,ON-NET,Basic & Feature Phone,2G,0
0,26.481168,14401,4797,ON-NET,Smartphone,4G,0
1,110.653452,8548,3368,OFF-NET,Basic & Feature Phone,2G,0
1,29.318436,16920,5419,ON-NET,Smartphone,4G,0
0,130.514328,15223,4976,ON-NET,Smartphone,4G,0
1,54.853848,5300,2100,ON-NET,Smartphone,4G,0
7,2.0,4909,1981,OTA-SHORT,Smartphone,4G,0
0,0.945756,4356,1736,OFF-NET,Smartphone,4G,0
0,105.924672,12788,4425,ON-NET,Smartphone,4G,0
0,56.74536,11969,4201,ON-NET,Smartphone,4G,0
1,14.18634,15627,5086,OFF-NET,Smartphone,4G,0
100,2.837268,14449,4803,OTA-SHORT,Smartphone,4G,0
1,731.069388,5531,2214,ON-NET,Smartphone,4G,0
1,35.938728,3995,1589,ON-NET,Basic & Feature Phone,2G,0
1,10.403316,8638,3374,ON-NET,Smartphone,4G,0
7,2.0,12948,4468,OTA-SHORT,Smartphone,4G,0
1,9.45756,13473,4608,OFF-NET,Smartphone,4G,0
0,54.853848,905,568,OFF-NET,Basic & Feature Phone,2G,0
7,2.0,13229,4543,OTA-SHORT,Smartphone,4G,0
1,388.705716,5918,2365,ON-NET,Smartphone,4G,0
7,2.0,9881,3677,INTERNATIONAL,Smartphone,4G,0
1,96.467112,3614,1470,OFF-NET,Smartphone,4G,0
0,59.582628,14210,4746,ON-NET,Smartphone,4G,0
0,36.884484,8887,3460,ON-NET,Smartphone,4G,0
7,2.0,4497,1806,OTA-SHORT,Basic & Feature Phone,2G,0
1,24.589656,2800,1231,OFF-NET,Basic & Feature Phone,2G,0
0,85.11804,4359,1736,ON-NET,Smartphone,4G,0
1,194.825736,11263,4018,ON-NET,Smartphone,4G,0
0,124.839792,1526,780,OFF-NET,Smartphone,4G,0
7,2.0,6713,2706,OFF-NET,Smartphone,4G,0
0,69.985944,10684,3886,OFF-NET,Smartphone,4G,0
1,24.589656,15026,4931,ON-NET,Smartphone,4G,0
1,61.47414,3127,1292,ON-NET,Smartphone,4G,0
1,15.132096,9519,3612,OFF-NET,Smartphone,4G,0
1,12.294828,6277,2549,ON-NET,Smartphone,4G,0
0,94.5756,7452,2979,ON-NET,Smartphone,4G,0
1,364.11606,3829,1531,OFF-NET,Basic & Feature Phone,2G,0
0,58.636872,4890,1976,OFF-NET,Smartphone,4G,0
7,2.0,9140,3531,OTA-SHORT,Smartphone,4G,0
0,169.290324,14985,4920,OFF-NET,Smartphone,4G,0
1,14.18634,12693,4404,ON-NET,Smartphone,4G,0
0,31.209948,11322,4040,OFF-NET,Smartphone,4G,0
0,28.37268,1887,907,OFF-NET,Smartphone,4G,0
1,90.792576,9002,3484,OFF-NET,Smartphone,4G,0
0,159.832764,5366,2136,ON-NET,Smartphone,4G,0
7,2.0,5725,2287,OTA-SHORT,Basic & Feature Phone,2G,0
7,2.0,14605,4834,OTA-SHORT,Smartphone,4G,0
1,40.667508,10372,3807,OFF-NET,Smartphone,4G,0
0,901.305468,4553,1839,ON-NET,Smartphone,4G,0
1,50.125068,16789,5391,OFF-NET,Smartphone,4G,0
0,520.1658,9355,3567,ON-NET,Basic & Feature Phone,2G,0
1,69.040188,16493,5305,OFF-NET,Smartphone,4G,0
1,128.622816,11026,3959,ON-NET,Smartphone,4G,0
0,6.620292,6517,2644,OFF-NET,Basic & Feature Phone,2G,0
0,176.856372,6664,2689,ON-NET,Smartphone,4G,0
0,3.783024,15843,5139,ON-NET,Smartphone,4G,0
1,49.179312,13954,4676,ON-NET,Smartphone,4G,0
0,10.403316,15785,5129,OFF-NET,Smartphone,4G,0
1,76.606236,13699,4632,ON-NET,Smartphone,4G,0
0,449.2341,15801,5129,ON-NET,Smartphone,4G,0
1,169.290324,4961,1993,OFF-NET,Smartphone,4G,0
0,582.585696,16339,5275,OFF-NET,Smartphone,4G,0
0,7.566048,697,486,ON-NET,Smartphone,4G,0
0,271.431972,6011,2400,ON-NET,Smartphone,4G,0
7,2.0,13447,4605,INTERNATIONAL,Smartphone,4G,0
0,17.969364,16659,5352,ON-NET,Smartphone,4G,0
6,2.0,1432,727,OFF-NET,Smartphone,4G,0
0,1203.947388,11830,4174,OFF-NET,Smartphone,4G,0
0,55.799604,4458,1787,ON-NET,Smartphone,4G,0
0,33.10146,15990,5181,ON-NET,Smartphone,4G,0
7,2.0,13229,4543,OTA-SHORT,Smartphone,4G,0
0,8.511804,16746,5379,OFF-NET,Smartphone,4G,0
1,21.752388,15847,5140,OFF-NET,Smartphone,4G,0
0,439.77654,520,436,OFF-NET,Smartphone,4G,0
1,67.148676,14656,4847,OFF-NET,Smartphone,4G,0
7,2.0,8395,3311,ON-NET,Smartphone,4G,0
1,24.589656,6761,2725,ON-NET,Smartphone,4G,0
0,58.636872,12545,4361,ON-NET,Smartphone,4G,0
6,2.0,7133,2885,ON-NET,Smartphone,4G,0
1,11.349072,16215,5240,ON-NET,Smartphone,4G,0
1,39.721752,2887,1251,ON-NET,Basic & Feature Phone,2G,0
0,102.141648,4612,1849,ON-NET,Basic & Feature Phone,2G,0
1,937.244196,4660,1868,OFF-NET,Smartphone,4G,0
1,406.67508,3900,1552,ON-NET,Smartphone,4G,0
1,69.040188,10249,3768,OFF-NET,Smartphone,4G,0
7,2.0,11062,3972,ON-NET,Smartphone,4G,0
0,49.179312,4355,1735,ON-NET,Smartphone,4G,0
0,32.155704,377,399,OFF-NET,Smartphone,4G,0
0,34.047216,14868,4889,ON-NET,Smartphone,4G,0
0,40.667508,10661,3882,OFF-NET,Smartphone,4G,0
0,149.429448,10411,3816,ON-NET,Smartphone,4G,0
1,17.969364,9519,3612,OFF-NET,Smartphone,4G,0
7,2.0,4069,1615,ON-NET,Smartphone,4G,0
1,19.860876,2727,1209,OFF-NET,Smartphone,4G,0
7,2.0,11296,4031,OTA-SHORT,Smartphone,4G,0
0,34.047216,6434,2626,OFF-NET,Smartphone,4G,0
7,2.0,6749,2722,INTERNATIONAL,Smartphone,4G,0
0,34.047216,16981,5437,ON-NET,Smartphone,4G,0
0,207.120564,16188,5230,ON-NET,Smartphone,4G,0
7,2.0,7470,2979,INTERNATIONAL,Smartphone,4G,0
1,101.195892,14540,4814,OFF-NET,Smartphone,4G,0
1,8.511804,13459,4605,ON-NET,Smartphone,4G,0
1,13.240584,450,418,ON-NET,Smartphone,4G,0
1,13.240584,942,584,ON-NET,Smartphone,3G,0
1,33.10146,3605,1464,ON-NET,Smartphone,4G,0
7,2.0,4909,1981,ON-NET,Smartphone,4G,0
0,38.775996,10418,3817,OFF-NET,Smartphone,4G,0
0,12.294828,13079,4509,OFF-NET,Smartphone,4G,0
100,2.837268,17091,5797,OTA-SHORT,Other,4G,0
0,14.18634,8887,3460,ON-NET,Smartphone,4G,0
0,62.419896,187,340,ON-NET,Smartphone,4G,0
0,14.18634,3222,1337,OFF-NET,Basic & Feature Phone,2G,0
0,58.636872,4355,1735,ON-NET,Smartphone,4G,0
0,60.528384,14310,4773,ON-NET,Smartphone,4G,0
1,12.294828,2920,1252,ON-NET,Smartphone,4G,0
1,273.323484,9441,3586,ON-NET,Smartphone,4G,0
7,2.0,17059,5461,INTERNATIONAL,Smartphone,4G,0
7,2.0,13229,4543,OTA-SHORT,Smartphone,4G,0
1,2161.05246,13171,4533,ON-NET,Smartphone,4G,0
1,34.992972,9089,3520,ON-NET,Smartphone,4G,0
1,105.924672,8112,3211,ON-NET,Tablet,3G,0
1,97.412868,2150,976,ON-NET,Smartphone,4G,0
0,28.37268,10542,3853,OFF-NET,Smartphone,4G,0
6,2.0,14200,4746,OFF-NET,Smartphone,4G,0
0,28.37268,2744,1219,OFF-NET,Smartphone,4G,0
0,36.884484,6248,2533,OFF-NET,Smartphone,4G,0
1,21.752388,9474,3599,ON-NET,Smartphone,4G,0
0,677.161296,10456,3826,ON-NET,Smartphone,4G,0
0,33.10146,6491,2642,OFF-NET,Basic & Feature Phone,2G,0
0,924.003612,12844,4445,ON-NET,Smartphone,4G,0
0,137.13462,3451,1414,ON-NET,Smartphone,4G,0
1,20.806632,5006,2001,ON-NET,Smartphone,4G,0
1,69.040188,4703,1879,OFF-NET,Smartphone,4G,0
0,494.630388,17060,5461,ON-NET,Smartphone,4G,0
1,92.684088,12459,4350,ON-NET,Smartphone,4G,0
0,13.240584,5183,2071,OFF-NET,Smartphone,4G,0
0,490.847364,13357,4583,OFF-NET,Smartphone,4G,0
7,2.0,11243,4011,OTA-SHORT,Smartphone,4G,0
1,22.698144,12177,4271,OFF-NET,Smartphone,4G,0
0,214.686612,10982,3943,ON-NET,Smartphone,4G,0
0,264.81168,7938,3132,ON-NET,Smartphone,4G,0
0,56.74536,4358,1736,ON-NET,Smartphone,4G,0
0,95.521356,7378,2968,ON-NET,Basic & Feature Phone,2G,0
1,3405.667356,4727,1893,OFF-NET,Smartphone,4G,0
1,4.72878,13946,4674,ON-NET,Smartphone,4G,0
6,2.0,11713,4147,OFF-NET,Smartphone,4G,0
0,12.294828,1151,639,OFF-NET,Basic & Feature Phone,2G,0
1,15.132096,5069,2037,ON-NET,Smartphone,4G,0
0,31.209948,5481,2195,ON-NET,Basic & Feature Phone,2G,0
0,1564.280424,12203,4276,OFF-NET,Smartphone,4G,0
1,280.889532,12881,4457,ON-NET,Smartphone,4G,0
100,15.132096,17091,5797,OTA-SHORT,Other,2G,0
1,110.653452,12929,4468,ON-NET,Smartphone,4G,0
1,0.945756,4143,1652,INTERNATIONAL,Smartphone,4G,0
7,2.0,9597,3639,INTERNATIONAL,Smartphone,4G,0
6,2.0,6713,2706,OFF-NET,Smartphone,4G,0
0,37.83024,11416,4072,ON-NET,Smartphone,4G,0
0,14.18634,10542,3853,OFF-NET,Smartphone,4G,0
0,17.023608,4938,1987,ON-NET,Smartphone,4G,0
7,2.0,237,357,ON-NET,Smartphone,4G,0
1,842.668596,732,502,ON-NET,Smartphone,4G,0
1,61.47414,10783,3902,ON-NET,Smartphone,4G,0
0,3.783024,13969,4680,ON-NET,Smartphone,4G,0
7,2.0,6279,2551,OFF-NET,Smartphone,4G,0
0,23.6439,12811,4433,ON-NET,Smartphone,4G,0
7,2.0,7544,3011,INTERNATIONAL,Smartphone,4G,0
0,31.209948,12370,4327,ON-NET,Smartphone,4G,0
1,42.55902,10249,3768,ON-NET,Smartphone,4G,0
7,2.0,10334,3797,OTA-SHORT,Smartphone,4G,0
1,246.842316,14218,4746,OFF-NET,Smartphone,4G,0
7,2.0,6681,2694,OTA-SHORT,Smartphone,4G,0
1,191.042712,4167,1657,ON-NET,Smartphone,4G,0
0,62.419896,13969,4680,OFF-NET,Smartphone,4G,0
1,52.962336,9852,3676,ON-NET,Smartphone,4G,0
1,28.37268,7153,2894,OFF-NET,Smartphone,4G,0
7,2.0,13928,4670,INTERNATIONAL,Smartphone,4G,0
0,373.57362,8025,3174,ON-NET,Smartphone,4G,0
0,27.426924,5790,2308,ON-NET,Smartphone,4G,0
1,34.992972,10019,3707,ON-NET,Smartphone,4G,0
0,10.403316,9258,3539,OFF-NET,Smartphone,4G,0
7,2.0,793,519,OTA-SHORT,Smartphone,4G,0
0,31.209948,13954,4676,ON-NET,Smartphone,4G,0
0,36.884484,12368,4327,ON-NET,Smartphone,4G,0
1,784.97748,12099,4242,ON-NET,Smartphone,4G,0
1,19.860876,727,500,ON-NET,Smartphone,4G,0
0,45.396288,11132,3991,ON-NET,Smartphone,4G,0
1,105.924672,3975,1580,ON-NET,Smartphone,4G,0
0,196.717248,1239,669,ON-NET,Smartphone,4G,0
1,180.639396,15142,4954,ON-NET,Smartphone,4G,0
1,70.9317,14314,4776,ON-NET,Smartphone,4G,0
0,1.891512,7426,2978,ON-NET,Basic & Feature Phone,2G,0
0,20.806632,13011,4485,OFF-NET,Smartphone,4G,0
1,19.860876,16701,5361,ON-NET,Smartphone,4G,0
0,142.809156,10617,3872,OFF-NET,Smartphone,4G,0
1,7.566048,4943,1989,ON-NET,Smartphone,4G,0
0,16.077852,15534,5055,ON-NET,Smartphone,4G,0
7,2.0,12565,4366,INTERNATIONAL,Smartphone,4G,0
1,21.752388,13369,4586,OFF-NET,Smartphone,4G,0
0,16.077852,9781,3674,ON-NET,Smartphone,4G,0
1,28.37268,16690,5358,ON-NET,Smartphone,4G,0
0,23.6439,14754,4859,ON-NET,Smartphone,4G,0
0,577.856916,9781,3674,ON-NET,Smartphone,4G,0
0,8.511804,11849,4178,ON-NET,Smartphone,4G,0
0,13.240584,10456,3826,ON-NET,Smartphone,4G,0
7,2.0,12814,4436,INTERNATIONAL,Smartphone,4G,0
7,2.0,5120,2055,ON-NET,Smartphone,4G,0
1,56.74536,377,399,ON-NET,Smartphone,4G,0
0,17.969364,11129,3988,ON-NET,Smartphone,4G,0
7,2.0,13268,4558,OTA-SHORT,Smartphone,4G,0
1,578.802672,10388,3811,ON-NET,Smartphone,4G,0
0,54.853848,13292,4564,OFF-NET,Smartphone,4G,0
1,10.403316,14107,4714,ON-NET,Smartphone,4G,0
1,666.75798,1841,883,ON-NET,Basic & Feature Phone,2G,0
1,879.55308,12813,4435,ON-NET,Smartphone,4G,0
7,2.0,11520,4103,OTA-SHORT,Smartphone,4G,0
6,2.0,16429,5287,ON-NET,Smartphone,4G,0
0,67.148676,5895,2354,ON-NET,Smartphone,4G,0
1,7.566048,12976,4474,ON-NET,Smartphone,4G,0
1,217.52388,15273,4992,ON-NET,Smartphone,4G,0
0,49.179312,11394,4062,OFF-NET,Smartphone,4G,0
1,39.721752,13082,4509,ON-NET,Smartphone,4G,0
1,26.481168,6789,2745,ON-NET,Smartphone,4G,0
7,2.0,4141,1652,OTA-SHORT,Smartphone,4G,0
1,21.752388,9855,3676,ON-NET,Smartphone,4G,0
0,78.497748,15698,5101,ON-NET,Smartphone,4G,0
7,2.0,3508,1439,OTA-SHORT,Smartphone,4G,0
0,45.396288,16981,5437,ON-NET,Smartphone,4G,0
1,146.59218,12697,4406,ON-NET,Smartphone,3G,0
1,313.990992,16923,5421,ON-NET,Smartphone,4G,0
0,7.566048,14964,4916,ON-NET,Smartphone,4G,0
0,1.891512,62,299,ON-NET,Smartphone,4G,0
0,1.891512,13717,4636,OFF-NET,Smartphone,4G,0
0,26.481168,15179,4967,ON-NET,Smartphone,4G,0
1,53.908092,7495,2984,ON-NET,Smartphone,4G,0
1,104.03316,2300,1037,ON-NET,Smartphone,4G,0
1,852.126156,1794,859,ON-NET,Basic & Feature Phone,2G,0
1,205.229052,1034,610,ON-NET,Basic & Feature Phone,2G,0
6,2.0,1965,927,OFF-NET,Smartphone,4G,0
1,89.84682,8551,3368,OFF-NET,Basic & Feature Phone,2G,0
7,2.0,4834,1960,OTA-SHORT,Basic & Feature Phone,2G,0
0,64.311408,10386,3810,ON-NET,Smartphone,4G,0
0,122.002524,12415,4333,OFF-NET,Smartphone,4G,0
0,101.195892,8203,3238,ON-NET,Smartphone,4G,0
7,2.0,9530,3622,OTA-SHORT,Smartphone,4G,0
0,11.349072,14954,4914,OFF-NET,Smartphone,4G,0
0,32.155704,13522,4611,ON-NET,Smartphone,4G,0
1,34.047216,12807,4433,ON-NET,Smartphone,4G,0
7,2.0,8301,3272,ON-NET,Smartphone,4G,0
6,2.0,16033,5186,ON-NET,Smartphone,4G,0
1,4.72878,766,511,ON-NET,Basic & Feature Phone,2G,0
1,22.698144,4764,1918,ON-NET,Smartphone,3G,0
