Call_Type,Charging_Tm,Call_Duration,Location,A_Num,B_Num,cell_id,IMEI,TAC,DESTINATION,DESTINATION_CAT,MU_Device_type_Segment,MU_HANDSET_MOBILE_TECH
6,2024-12-06 13:30:00,2.0,39726,662,24394,799242.0,6911,5728,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:30:00,2.0,36496,148,24394,935429.0,416,5499,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:30:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:30:00,2.0,39594,299,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
7,2024-12-06 13:31:00,2.0,34230,744,24395,759363.0,6804,5723,OTA-SHORT,OTA-SHORT,Smartphone,4G
6,2024-12-06 13:32:00,2.0,39594,299,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:32:00,2.0,39594,299,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:32:00,2.0,21387,94,24394,854492.0,9013,5786,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:32:00,2.0,39726,662,24394,799242.0,6911,5728,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:32:00,2.0,2651,334,24394,771766.0,16100,226,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:32:00,2.0,2651,334,24394,771766.0,16100,226,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:32:00,2.0,18486,718,24394,833511.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:32:00,2.0,38745,633,24394,739924.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:32:00,2.0,39726,662,24394,799242.0,6911,5728,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:33:00,2.0,21387,94,24394,854492.0,9013,5786,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:33:00,2.0,39594,299,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:33:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
7,2024-12-06 13:33:00,2.0,19255,533,24396,764863.0,10263,33,OTA-SHORT,OTA-SHORT,Smartphone,4G
6,2024-12-06 13:34:00,2.0,32860,633,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:34:00,2.0,18486,718,24394,833511.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:34:00,2.0,32860,633,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:34:00,2.0,39726,662,24394,799242.0,6911,5728,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:35:00,2.0,32860,633,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:35:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:35:00,2.0,39726,662,24394,799242.0,6911,5728,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:35:00,2.0,2651,334,24394,771766.0,16100,226,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:35:00,2.0,21387,94,24394,854492.0,9013,5786,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:35:00,2.0,39726,662,24394,799242.0,6911,5728,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:36:00,2.0,32860,633,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:36:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:36:00,2.0,39594,299,24394,939638.0,13417,139,OTA,ON-NET,Smartphone,4G
100,2024-12-06 13:36:00,4.72878,35420,533,15781,799242.0,17091,5797,OTA-SHORT,OTA-SHORT,Other,4G
6,2024-12-06 13:36:00,2.0,2651,334,24394,771766.0,16100,226,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:36:00,2.0,32860,633,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:36:00,2.0,21387,94,24394,854492.0,9013,5786,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:36:00,2.0,21387,94,24394,854492.0,9013,5786,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:36:00,2.0,39726,662,24394,799242.0,6911,5728,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:36:00,2.0,2651,334,24394,771766.0,16100,226,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:37:00,2.0,39726,662,24394,799242.0,6911,5728,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:37:00,2.0,32860,633,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:37:00,2.0,21387,94,24394,854492.0,9013,5786,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:37:00,2.0,2651,334,24394,771766.0,16100,226,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:37:00,2.0,18486,718,24394,833511.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:38:00,2.0,2651,334,24394,771766.0,16100,226,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:38:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:38:00,2.0,39726,662,24394,799242.0,6911,5728,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:39:00,2.0,2651,334,24394,771766.0,16100,226,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:39:00,2.0,2651,334,24394,771766.0,16100,226,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:39:00,2.0,39726,662,24394,799242.0,6911,5728,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:39:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:39:00,2.0,2651,334,24394,771766.0,16100,226,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:40:00,2.0,32860,633,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:40:00,2.0,39726,662,24394,799242.0,6911,5728,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:40:00,2.0,39726,662,24394,799242.0,6911,5728,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:41:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:41:00,2.0,39726,662,24394,799242.0,6911,5728,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:41:00,2.0,18486,718,24394,833511.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:42:00,2.0,18486,718,24394,833511.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:42:00,2.0,39726,662,24394,799242.0,6911,5728,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:42:00,2.0,32860,633,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
1,2024-12-06 13:43:00,15.132096,549,160,23636,955461.0,10106,25,MOBILIS,OFF-NET,Smartphone,4G
6,2024-12-06 13:43:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:43:00,2.0,32860,633,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:43:00,2.0,32860,633,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:43:00,2.0,18486,718,24394,833511.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:43:00,2.0,2651,334,24394,771766.0,16100,226,OTA,ON-NET,Smartphone,4G
7,2024-12-06 13:43:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
6,2024-12-06 13:45:00,2.0,2651,334,24394,771766.0,16100,226,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:46:00,2.0,17779,718,24394,798979.0,150,5485,OTA,ON-NET,Smartphone,4G
0,2024-12-06 13:46:00,6.620292,23934,316,42272,768357.0,17,5476,OTA,ON-NET,Other,4G
6,2024-12-06 13:47:00,2.0,2651,334,24394,771766.0,16100,226,OTA,ON-NET,Smartphone,4G
1,2024-12-06 13:48:00,10.403316,23369,137,16068,779750.0,8525,5776,NEDJMA,OFF-NET,Basic & Feature Phone,2G
6,2024-12-06 13:48:00,2.0,3655,718,24394,808065.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:49:00,2.0,32860,633,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:50:00,2.0,2651,334,24394,771766.0,16100,226,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:51:00,2.0,32860,633,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:51:00,2.0,3655,718,24394,808065.0,150,5485,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:52:00,2.0,32860,633,24394,816029.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:52:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:53:00,2.0,8351,633,24394,926877.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:53:00,2.0,8351,633,24394,926877.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:53:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:54:00,2.0,8351,633,24394,926877.0,13807,146,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:54:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:54:00,2.0,8351,633,24394,926877.0,13807,146,OTA,ON-NET,Smartphone,4G
7,2024-12-06 13:55:00,2.0,19255,218,24395,764863.0,11241,56,OTA-SHORT,OTA-SHORT,Smartphone,4G
6,2024-12-06 13:55:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:55:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 13:59:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 14:00:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
0,2024-12-06 14:04:00,63.365652,49760,678,19282,913758.0,932,5529,MOBILIS,OFF-NET,Smartphone,4G
7,2024-12-06 14:06:00,2.0,11622,209,24395,955473.0,9015,5786,INTERNATIONAL,INTERNATIONAL,Smartphone,4G
0,2024-12-06 14:09:00,7.566048,23934,578,16575,768357.0,4954,5662,NEDJMA,OFF-NET,Other,4G
6,2024-12-06 14:09:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 14:10:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 14:16:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 14:17:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
6,2024-12-06 14:17:00,2.0,9172,631,24394,853648.0,784,5519,OTA,ON-NET,Smartphone,4G
7,2024-12-06 14:21:00,2.0,19770,64,24395,964757.0,16225,230,INTERNATIONAL,INTERNATIONAL,Smartphone,4G
100,2024-12-06 14:28:00,2.837268,35420,533,15781,939638.0,17091,5797,OTA-SHORT,OTA-SHORT,Other,4G
0,2024-12-06 14:29:00,54.853848,5554,49,20074,931783.0,11706,76,MOBILIS,OFF-NET,Smartphone,4G
0,2024-12-06 14:34:00,6.620292,33732,716,35138,794700.0,5750,5686,OTA,ON-NET,Basic & Feature Phone,3G
0,2024-12-06 14:36:00,147.537936,25779,314,41683,895217.0,13300,133,OTA,ON-NET,Other,3G
0,2024-12-06 14:39:00,14.18634,12500,49,20548,931360.0,11706,76,MOBILIS,OFF-NET,Smartphone,4G
7,2024-12-06 14:45:00,2.0,44255,718,24396,781483.0,150,5485,OTA-SHORT,OTA-SHORT,Smartphone,4G
7,2024-12-06 14:53:00,2.0,9172,631,24396,853648.0,784,5519,OTA-SHORT,OTA-SHORT,Smartphone,4G
0,2024-12-06 15:03:00,43.504776,43802,719,29192,911676.0,7277,5737,OTA,ON-NET,Smartphone,4G
7,2024-12-06 15:08:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
1,2024-12-06 15:09:00,37.83024,19770,64,28955,964757.0,16225,230,OTA,ON-NET,Smartphone,4G
7,2024-12-06 15:10:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
0,2024-12-06 15:16:00,79.443504,50499,360,16915,930575.0,6111,5701,NEDJMA,OFF-NET,Smartphone,4G
7,2024-12-06 15:19:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
7,2024-12-06 15:21:00,2.0,44255,718,24396,781483.0,150,5485,OTA-SHORT,OTA-SHORT,Smartphone,4G
6,2024-12-06 15:21:00,2.0,43945,91,24394,937924.0,6295,5706,MOBILIS,OFF-NET,Smartphone,4G
6,2024-12-06 15:26:00,2.0,43945,91,24394,937924.0,6295,5706,MOBILIS,OFF-NET,Smartphone,4G
0,2024-12-06 15:28:00,36.884484,1696,79,18917,937002.0,5822,5691,NEDJMA,OFF-NET,Smartphone,4G
6,2024-12-06 15:31:00,2.0,41913,91,24394,941027.0,6295,5706,OTA,ON-NET,Smartphone,4G
0,2024-12-06 15:32:00,43.504776,20872,291,30328,755449.0,6598,5717,OTA,ON-NET,Smartphone,4G
6,2024-12-06 15:33:00,2.0,43059,91,24394,944990.0,6295,5706,MOBILIS,OFF-NET,Smartphone,4G
6,2024-12-06 15:36:00,2.0,43059,91,24394,944990.0,6295,5706,OTA,ON-NET,Smartphone,4G
6,2024-12-06 15:41:00,2.0,43945,91,24394,937924.0,6295,5706,MOBILIS,OFF-NET,Smartphone,4G
7,2024-12-06 15:42:00,2.0,44255,718,24395,781483.0,150,5485,OTA-SHORT,OTA-SHORT,Smartphone,4G
6,2024-12-06 15:45:00,2.0,43945,91,24394,937924.0,6295,5706,NEDJMA,OFF-NET,Smartphone,4G
6,2024-12-06 15:46:00,2.0,41913,91,24394,941027.0,6295,5706,OTA,ON-NET,Smartphone,4G
6,2024-12-06 15:48:00,2.0,41913,91,24394,941027.0,6295,5706,MOBILIS,OFF-NET,Smartphone,4G
0,2024-12-06 15:49:00,162.670032,33732,623,38108,794700.0,14067,154,OTA,ON-NET,Basic & Feature Phone,2G
100,2024-12-06 15:54:00,4.72878,35420,533,15781,764863.0,17091,5797,OTA-SHORT,OTA-SHORT,Other,4G
7,2024-12-06 15:57:00,2.0,24526,18,24395,831992.0,779,5517,OTA-SHORT,OTA-SHORT,Smartphone,3G
0,2024-12-06 16:03:00,16.077852,33732,556,33503,794700.0,7636,5745,OTA,ON-NET,Smartphone,3G
0,2024-12-06 16:08:00,33.10146,23369,741,20070,779750.0,4056,5632,MOBILIS,OFF-NET,Basic & Feature Phone,2G
7,2024-12-06 16:11:00,2.0,36496,148,24395,935429.0,416,5499,OTA-SHORT,OTA-SHORT,Smartphone,4G
0,2024-12-06 16:18:00,12.294828,23714,719,41278,955476.0,7268,5737,OTA,ON-NET,Smartphone,4G
0,2024-12-06 16:24:00,188.205444,9529,579,39512,781671.0,4090,5636,OTA,ON-NET,Basic & Feature Phone,2G
0,2024-12-06 16:29:00,17.969364,33732,682,25209,794700.0,6319,5710,OTA,ON-NET,Basic & Feature Phone,2G
0,2024-12-06 16:41:00,16.077852,24526,221,37384,831992.0,2606,5594,OTA,ON-NET,Smartphone,3G
0,2024-12-06 16:47:00,31.209948,25583,391,20136,791034.0,11352,58,MOBILIS,OFF-NET,Smartphone,4G
0,2024-12-06 16:55:00,42.55902,25869,408,16608,844461.0,6707,5720,NEDJMA,OFF-NET,Smartphone,4G
0,2024-12-06 17:01:00,110.653452,23369,257,17900,779750.0,4845,5661,NEDJMA,OFF-NET,Other,4G
0,2024-12-06 17:05:00,2.837268,25779,314,33038,895217.0,13300,133,OTA,ON-NET,Other,4G
0,2024-12-06 17:05:00,19.860876,23369,208,17767,779750.0,6599,5718,NEDJMA,OFF-NET,Other,4G
100,2024-12-06 17:07:00,4.72878,35420,218,15781,790584.0,17091,5797,OTA-SHORT,OTA-SHORT,Other,4G
7,2024-12-06 17:10:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
0,2024-12-06 17:13:00,8.511804,9443,516,43793,751290.0,1078,5533,OTA,ON-NET,Basic & Feature Phone,2G
0,2024-12-06 17:14:00,6.620292,23714,160,15785,955476.0,16987,253,OTA-SHORT,OTA-SHORT,Smartphone,4G
0,2024-12-06 17:18:00,6.620292,37875,682,35703,765782.0,6319,5710,OTA,ON-NET,Basic & Feature Phone,2G
7,2024-12-06 17:20:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
7,2024-12-06 17:23:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
0,2024-12-06 17:24:00,117.273744,24526,689,27793,831992.0,1760,5562,OTA,ON-NET,Basic & Feature Phone,3G
6,2024-12-06 17:30:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
0,2024-12-06 17:31:00,82.280772,33732,310,41970,794700.0,3600,5620,OTA,ON-NET,Basic & Feature Phone,2G
0,2024-12-06 17:32:00,453.96288,9529,671,34144,781671.0,1795,5563,OTA,ON-NET,Smartphone,4G
1,2024-12-06 17:37:00,3.783024,33732,623,32612,794700.0,14067,154,OTA,ON-NET,Basic & Feature Phone,2G
1,2024-12-06 17:39:00,4.72878,33732,310,41970,794700.0,3600,5620,OTA,ON-NET,Basic & Feature Phone,2G
0,2024-12-06 17:44:00,23.6439,6553,79,17755,860920.0,5822,5691,NEDJMA,OFF-NET,Smartphone,4G
7,2024-12-06 17:45:00,2.0,44012,674,24396,770305.0,3985,5630,OTA-SHORT,OTA-SHORT,Smartphone,4G
6,2024-12-06 17:47:00,2.0,43802,95,24394,911676.0,9220,5789,MOBILIS,OFF-NET,Smartphone,4G
6,2024-12-06 17:50:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
0,2024-12-06 17:51:00,17.023608,19255,410,37258,764863.0,15380,199,OTA,ON-NET,Smartphone,4G
7,2024-12-06 17:55:00,2.0,35797,390,24396,955472.0,9884,18,OTA-SHORT,OTA-SHORT,Smartphone,4G
7,2024-12-06 17:55:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
7,2024-12-06 18:01:00,2.0,29442,316,24396,931324.0,4787,5656,INTERNATIONAL,INTERNATIONAL,Smartphone,4G
7,2024-12-06 18:01:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
6,2024-12-06 18:03:00,2.0,43802,719,24394,911676.0,7268,5737,MOBILIS,OFF-NET,Smartphone,4G
0,2024-12-06 18:09:00,348.038208,5928,191,36900,834324.0,1955,5573,OTA,ON-NET,Basic & Feature Phone,2G
0,2024-12-06 18:09:00,18.91512,23369,741,18249,779750.0,4056,5632,NEDJMA,OFF-NET,Basic & Feature Phone,2G
0,2024-12-06 18:10:00,454.908636,35797,390,38269,955472.0,9884,18,OTA,ON-NET,Smartphone,4G
0,2024-12-06 18:11:00,20.806632,23369,741,16159,779750.0,4056,5632,NEDJMA,OFF-NET,Basic & Feature Phone,2G
7,2024-12-06 18:15:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
0,2024-12-06 18:15:00,78.497748,23369,316,16083,779750.0,17,5476,NEDJMA,OFF-NET,Other,4G
7,2024-12-06 18:18:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
0,2024-12-06 18:28:00,3.783024,43802,95,36037,911676.0,9220,5789,OTA,ON-NET,Smartphone,4G
0,2024-12-06 18:40:00,21.752388,3224,191,17367,846086.0,1955,5573,NEDJMA,OFF-NET,Basic & Feature Phone,2G
0,2024-12-06 18:46:00,151.32096,43802,719,34793,911676.0,7268,5737,OTA,ON-NET,Smartphone,4G
0,2024-12-06 18:49:00,19.860876,23369,316,41604,779750.0,17,5476,OTA,ON-NET,Other,4G
7,2024-12-06 18:51:00,2.0,41347,639,24396,776182.0,14990,186,OTA-SHORT,OTA-SHORT,Smartphone,4G
100,2024-12-06 18:53:00,14.18634,35420,689,15781,746669.0,17091,5797,OTA-SHORT,OTA-SHORT,Other,4G
1,2024-12-06 18:56:00,6.620292,23934,257,18201,768357.0,4845,5661,NEDJMA,OFF-NET,Other,4G
6,2024-12-06 19:00:00,2.0,41075,376,24394,799730.0,14769,179,OTA,ON-NET,Modem,3G
7,2024-12-06 19:01:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
7,2024-12-06 19:01:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
7,2024-12-06 19:02:00,2.0,35081,579,20411,739605.0,4090,5636,MOBILIS,OFF-NET,Basic & Feature Phone,2G
1,2024-12-06 19:04:00,6.620292,23369,208,45266,779750.0,6599,5718,OTA,ON-NET,Other,3G
0,2024-12-06 19:06:00,28.37268,35081,735,40807,739605.0,14324,165,OTA,ON-NET,Basic & Feature Phone,2G
0,2024-12-06 19:07:00,454.908636,9529,22,45347,781671.0,4089,5635,OTA,ON-NET,Basic & Feature Phone,2G
7,2024-12-06 19:08:00,2.0,40240,629,24396,820471.0,6041,5696,OTA-SHORT,OTA-SHORT,Smartphone,4G
7,2024-12-06 19:08:00,2.0,7255,410,24394,853056.0,15380,199,OTA,ON-NET,Smartphone,4G
0,2024-12-06 19:11:00,49.179312,35797,390,43099,955472.0,9884,18,OTA,ON-NET,Smartphone,4G
0,2024-12-06 19:12:00,0.945756,43802,95,38496,911676.0,9225,5789,OTA,ON-NET,Smartphone,4G
0,2024-12-06 19:14:00,60.528384,27553,423,43215,777291.0,1726,5560,OTA,ON-NET,Smartphone,3G
0,2024-12-06 19:16:00,2.837268,46722,711,40286,807143.0,7616,5744,OTA,ON-NET,Basic & Feature Phone,2G
0,2024-12-06 19:19:00,34.992972,34208,52,27000,775920.0,12698,108,OTA,ON-NET,Smartphone,4G
7,2024-12-06 19:20:00,2.0,44630,37,24395,817987.0,302,5494,OTA-SHORT,OTA-SHORT,Basic & Feature Phone,2G
0,2024-12-06 19:22:00,68.094432,43802,719,40680,911676.0,7284,5737,OTA,ON-NET,Smartphone,4G
0,2024-12-06 19:34:00,53.908092,43802,719,29866,911676.0,7284,5737,OTA,ON-NET,Smartphone,4G
7,2024-12-06 19:36:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
0,2024-12-06 19:39:00,291.292848,14470,560,30650,762333.0,4695,5651,OTA,ON-NET,Basic & Feature Phone,2G
7,2024-12-06 19:42:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
0,2024-12-06 19:43:00,13.240584,33732,642,33265,794700.0,4526,5647,OTA,ON-NET,Basic & Feature Phone,2G
0,2024-12-06 19:54:00,43.504776,33732,682,29720,794700.0,6319,5710,OTA,ON-NET,Basic & Feature Phone,2G
1,2024-12-06 20:02:00,17.969364,12863,423,25834,744005.0,1726,5560,OTA,ON-NET,Smartphone,3G
7,2024-12-06 20:08:00,2.0,24526,689,24396,831992.0,1758,5562,OTA-SHORT,OTA-SHORT,Basic & Feature Phone,3G
100,2024-12-06 20:09:00,3.783024,35420,221,15781,839126.0,17091,5797,OTA-SHORT,OTA-SHORT,Other,4G
7,2024-12-06 20:28:00,2.0,41075,376,24394,799730.0,14769,179,OTA,ON-NET,Modem,3G
7,2024-12-06 20:28:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
6,2024-12-06 20:29:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
1,2024-12-06 20:36:00,12.294828,3503,412,27439,824148.0,5449,5677,OTA,ON-NET,Smartphone,4G
0,2024-12-06 20:36:00,88.901064,39707,145,24243,773436.0,11598,72,MOBILIS,OFF-NET,Smartphone,4G
7,2024-12-06 20:53:00,2.0,41347,639,24396,776182.0,14990,186,OTA-SHORT,OTA-SHORT,Smartphone,4G
1,2024-12-06 20:53:00,17.023608,24526,439,16132,831992.0,8206,5763,NEDJMA,OFF-NET,Smartphone,4G
7,2024-12-06 21:04:00,2.0,41347,639,24396,776182.0,14990,186,OTA-SHORT,OTA-SHORT,Smartphone,4G
0,2024-12-06 21:11:00,13.240584,24526,18,37039,831992.0,779,5517,OTA,ON-NET,Smartphone,3G
7,2024-12-06 21:14:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
7,2024-12-06 21:23:00,2.0,25779,314,24396,895217.0,13300,133,OTA-SHORT,OTA-SHORT,Other,4G
7,2024-12-06 21:50:00,2.0,18038,649,24396,926516.0,4060,5633,OTA-SHORT,OTA-SHORT,Smartphone,4G
1,2024-12-06 22:13:00,22.698144,33732,310,27932,794700.0,3600,5620,OTA,ON-NET,Basic & Feature Phone,2G
1,2024-12-06 22:15:00,46.342044,3503,412,43780,824148.0,5449,5677,OTA,ON-NET,Smartphone,4G
1,2024-12-06 22:17:00,1.891512,9529,22,34607,781671.0,4089,5635,OTA,ON-NET,Basic & Feature Phone,2G
0,2024-12-06 22:32:00,159.832764,47277,279,39368,764210.0,463,5505,OTA,ON-NET,Other,4G
1,2024-12-06 22:59:00,28.37268,33732,623,19409,794700.0,14067,154,MOBILIS,OFF-NET,Basic & Feature Phone,2G
1,2024-12-06 23:30:00,23.6439,45405,231,27141,819669.0,2768,5597,OTA,ON-NET,Basic & Feature Phone,2G
7,2024-12-06 23:44:00,2.0,27099,744,24395,796899.0,6804,5723,OTA-SHORT,OTA-SHORT,Smartphone,4G
7,2024-12-06 23:46:00,2.0,21847,37,24394,779118.0,2733,5596,OTA,ON-NET,Smartphone,4G
7,2024-12-06 23:52:00,2.0,41347,639,24395,776182.0,14990,186,OTA-SHORT,OTA-SHORT,Smartphone,4G
0,2024-12-07 00:59:00,31.209948,24526,439,32172,831992.0,8206,5763,OTA,ON-NET,Smartphone,4G
7,2024-12-07 06:49:00,2.0,27099,744,24396,796899.0,6804,5723,OTA-SHORT,OTA-SHORT,Smartphone,4G
6,2024-12-07 06:56:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
100,2024-12-07 07:09:00,4.72878,35420,221,15781,839126.0,17091,5797,OTA-SHORT,OTA-SHORT,Other,4G
0,2024-12-07 07:24:00,31.209948,6537,291,19394,810941.0,6598,5717,MOBILIS,OFF-NET,Smartphone,4G
7,2024-12-07 07:33:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
0,2024-12-07 07:44:00,92.684088,28766,292,17448,930331.0,5842,5692,NEDJMA,OFF-NET,Smartphone,4G
7,2024-12-07 08:12:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
7,2024-12-07 08:34:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
7,2024-12-07 08:55:00,2.0,34230,94,24395,759363.0,9013,5786,OTA-SHORT,OTA-SHORT,Smartphone,4G
7,2024-12-07 09:06:00,2.0,11638,376,24394,738832.0,14769,179,OTA,ON-NET,Modem,3G
0,2024-12-07 09:12:00,120.111012,17254,670,21258,802802.0,18,5477,MOBILIS,OFF-NET,Smartphone,4G
0,2024-12-07 09:16:00,5.674536,1860,80,32342,926482.0,3489,5618,OTA,ON-NET,Basic & Feature Phone,2G
